회사명,회사의종류,리뷰어분야,직원여부,지역,날짜,제목,좋은점,나쁜점,희망사항(경영진에게),성장,추천,승진기회가능성점수,복지급여점수,업무와 삶의 균형 점수,사내문화점수,경영진점수
콘센트릭스서비스코리아,IT/웹/통신,마케팅/시장조사,현직원,서울,2023. 07,"리더에 따라서 다닐만한 회사, 일부 임원들 푸시 심함","계속 성장하고 있음, 외형적으로 커져 감
직원복지 개선 노력이 보임","리더들의 푸시와 압박이 큰 조직도 많음, 그 사람들이 바뀌지 않으면 인력 문제 해결은 어려울 듯",본인이 맞다고 생각하는 방식만 밀어부치지 맙시다,이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천하지 않습니다.,100,80,100,80,80
콘센트릭스서비스코리아,IT/웹/통신,서비스/고객지원,전직원,서울,2023. 07,비즈니스 영어가 가능하다면 빠른 진급이 가능할 수 있음. 다만 영어를 못하면 성장불가,"펜트리가 좋음, 교통편 용이.말고는 아무리 생각해도 읪음",잡히지 않은 체계.주먹구구식 론칭으로 실무자들만 뼈를 갈아서 일해야함. 퇴사한다는 사람만 연봉올려줌,체격적인 론칭과 진급 체계.성과와 업무퀄리티를 기반으로 성장평가를 하셨으면,이 기업은 1년 후      비슷할 것이다.,이 기업을 추천하지 않습니다.,20,40,20,20,20
콘센트릭스서비스코리아,IT/웹/통신,서비스/고객지원,전직원,서울,2023. 07,"겉모습은 외국계, 현실은 한국중소기업의 형태.",간식 및 인센티브가 나와요. 월급 안밀려요. 회사가 지하철이랑 가까워요. 회식하면 맛있는거 먹을 수 있어요.,역시 돈은 적습니다. 힘든 일은 아니라. + 진상 걸리면 퇴근 1분 전에도 콜 받으셔야함.,남직원을 위한 장소도 좀 만드시는게..,이 기업은 1년 후      비슷할 것이다.,이 기업을 추천하지 않습니다.,20,20,20,20,20
콘센트릭스서비스코리아,IT/웹/통신,서비스/고객지원,현직원,서울,2023. 07,글로벌 앱 플랫폼에 이메일... 도제식 교육에 매우 까탈스러운 업무. 경험치가 쌓여야 그나마 할 수 있으나 이것도 여의치않다주변 식당들이 비싸다,카페테리아 잘되어있음. 업무가 독립적. B2B라 크게 영향받는게없음. 유선이아닌 이메일로 나감. 휴일에 자진해서 일하고 따로 수당받을 수있음.,"연봉동결. 물가상승률 한자리수 반영. 정규직 전환되도 연봉은 같다. 성과급, 인센티브 등등 없음. 속도 정확도 퀄리티 시스템 기입 빠짐없이하나 등 조건이 까다롭다. 매주 문서 혹은 시스템 업그레이드, 업데이트있음 알아서 적응하고 반영. 틀리면 본인탓됨",딱히 바라는 것은 없음. 기본적인 인사/복지 시스템 정비가 필요함. 중간에 말 바꾸거나 빡빡하게 굴거나 하면 좋은 일이 없을 것,이 기업은 1년 후      비슷할 것이다.,이 기업을 추천하지 않습니다.,40,40,60,60,60
콘센트릭스서비스코리아,IT/웹/통신,서비스/고객지원,현직원,서울,2023. 07,"까라면 까라, 사람 귀한줄 모르는 회사. 임직원 이야기 들을 생각 전혀 없음",자유로운 연차 사용이나 정시 출퇴근 정도로 볼 수 있을듯,강압적인 상사수직적 문화발등에 불 떨어져야 하고 들이닥친 일 처리하기 급급앞을 내다볼줄 모름이상한 급여 테이블,사람 귀한줄 알아서 이야기 좀 듣고 수렴할 생각을 조금이라도 했으면,이 기업을 추천하지 않습니다.,이 기업을 추천하지 않습니다.,20,20,60,20,20
콘센트릭스서비스코리아,IT/웹/통신,서비스/고객지원,전직원,서울,2023. 07,상담원 위해주는척하지만 결국은 다 그냥 말뿐이였고 관리자들 무능력함,"재택근무를 했었다 
근무시설이 깔끔하다 
그리고 없어요 진짜로","미리 말해주는거 없이 사내규정 변경함 
관리직들의 무능력함 도대체 무슨 기준으로 관리직 뽑는지 모르겠음 
뭐든 해주고 도와줄거같이 말하지만 전혀 안해줌",적어도 관리자 뽑을땐 업무 해본사람들로 뽑아주세오,이 기업은 1년 후      비슷할 것이다.,이 기업을 추천하지 않습니다.,20,20,20,20,20
콘센트릭스서비스코리아,IT/웹/통신,서비스/고객지원,전직원,서울,2023. 07,"솔직히 말하면 기업 총 평점 별 하나도 아까운 회사, 젊을때 정신적으로 고생하고 싶으면 가세요","회사 위치가 신도림이라 교통은 좋음
회사 입퇴사 절차는 확실한 듯
신입들 모아놓고 인사과에서 나와서 설명하면서 근로계약서 작성하는 곳","회사 관리자들은 자기들끼리 친목다지고
CS외에도 너무 많은 사무 일을 시키면서 월급 동일
사원 평가를 의식해서인지 이상한 이벤트만 많아짐
다른 팀과 엄청 경쟁의식하면서 지낸다고 함","월급 인상
사내 복지 이상한 동아리나 그런거 말고 월급 인상, 식대 제공",이 기업을 추천하지 않습니다.,이 기업을 추천하지 않습니다.,40,20,40,20,20
콘센트릭스서비스코리아,IT/웹/통신,디자인,전직원,서울,2023. 07,다녀봤던 곳 중 최악스타트업보다 체계 없습니다. 실무경력이 있는 인력이 극소수인 것 같고 무슨 소꿉놀이 하는줄 알았네요;,역이랑 가깝다? 주변 갈곳이 많다? 이거 말곤 생각 안나네요,함께 일하는 직원들이 도대체 무슨 마음으로 업무를 하는건지 알수가 없습니다. 협업이 안됨요,인력 채용을 할때 신중히 진행해주세요. 직원 한명한명의 의견을 잘 귀담아 들으시길 바랍니다.,이 기업을 추천하지 않습니다.,이 기업을 추천하지 않습니다.,20,40,60,20,20
콘센트릭스서비스코리아,IT/웹/통신,디자인,현직원,서울,2023. 07,다양한 프로젝트 기회가 많습니다. 자유로운 분위기입니다.,플바플인데 연차쓰고싶을때 쓸수있음. 윗사람 눈치 안보임,살짝 주먹구구식인 업무프로세스. 업무능력 마음에 안들면 방치.,떠넘기기식 업무는 그만. 팀원케어가 필요합니다. 직원 의견 수용 필요.,이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천하지 않습니다.,60,40,80,80,60
콘센트릭스서비스코리아,IT/웹/통신,서비스/고객지원,전직원,서울,2023. 07,직원들을 하나의  도구로 생각하여 쉽게 자르거나 다른 부서로 보낼 수 있는 회사,"외국계 회사로 비교적 평등한 인식 및 대우가 있음. 겉으로는 직원들 복지에 대한 교육이 있음
사무실이 쾌적한 환경임","유연하다 못해 너무 쉽게 직원들을 자르고 다른 부서로 보냄. 직원 한명, 한명에 대한 평가 및 테스트가 많음.",앞으로는 지금보다 더 일할 사람이 부족할 듯. 직원들을 소중히 여기는 마음이 필요할 것 같음,이 기업을 추천하지 않습니다.,이 기업을 추천하지 않습니다.,20,20,60,60,20
콘센트릭스서비스코리아,IT/웹/통신,서비스/고객지원,현직원,서울,2023. 07,윗사람이 자기 사람만 싸고돌고 일 빨리 하는 사람한테만 일이 편중되는 회사,"연차 자유롭게 사용 가능함, 워라밸 괜찮음, 회식 거의 없음, 자유복장, 수면실&안마의자","직원 편애 심함, 일 잘 할 수록 업무 과중됨, 식비나 교통비 지원 없음,",있지도 않는 복지 가지고 복지 빵빵하다고 하지말고 실질적인 복지를 챙겨주세요.,이 기업은 1년 후      비슷할 것이다.,이 기업을 추천하지 않습니다.,40,40,80,60,20
콘센트릭스서비스코리아,IT/웹/통신,서비스/고객지원,현직원,서울,2023. 07,나쁘지는 않지만 감정소모가 심할 수 있는곳,업무에 과다할 정도의 터치가 없어 편하게 일할 수 있는곳,여러 복지제도가 있지만 실질적으로 쓸모있는제도는 없음 그나마 쓸모있는 것은 ESP상담시스템,조금더 능력을 객관적으로 평가하여 내부 채용에 힘써줬으면하는 바램입니다.,이 기업은 1년 후      비슷할 것이다.,이 기업을 추천하지 않습니다.,60,40,60,60,60
콘센트릭스서비스코리아,IT/웹/통신,마케팅/시장조사,전직원,서울,2023. 07,외국계 회사로 다양한 마케팅 및 부서가 여러가지가있습니다.,외국계 기업으로 각종 인센티브 및 이벤트를 진행하였고 편의시설이 제대로 갖춰져있었고 직원들끼리 호칭이 편해서 좋았습니다.,"편의시설이 제대로 갖춰져있었지만, 이용할 수 있는 시간은 업무 외 시간인데 업무 시간이 굉장히 길어서 편의시설을 제대로 이용하지 못했습니다",신규 사원들이 들어오면 조금 더 체계적인 교육으로 업무에 투입 될 수 있도록 노력해 주시면 감사하겠습니다,이 기업은 1년 후      비슷할 것이다.,이 기업을 추천하지 않습니다.,60,40,80,60,60
콘센트릭스서비스코리아,IT/웹/통신,서비스/고객지원,전직원,서울,2023. 07,직원들 친절하니 좋고 무난하게 다니기 좋은 곳입니다,연차 사용에 자유롭고 수평적인 조직구성입니다. 자유로운 의견제시와 연령층이 낮습니다.,타임타겟이 정확하게 설정되어 있습니다. 심리적 압박감으로 버티기가 좀 어려운 곳이라고 생각 됩니다.,단기적인 채용보다는 장기적인 채용을 봤으면 좋겠다.,이 기업은 1년 후      비슷할 것이다.,이 기업을 추천하지 않습니다.,60,60,60,60,60
콘센트릭스서비스코리아,IT/웹/통신,전문직,전직원,서울,2023. 07,외국계 기업의 탈을 쓴 한국기업. 중간 관리자의 갑질이 극에 달한  곳.,중간 관리자한테 잘보이면 출근도 맘대로 늦게 한다. 일도 안하고 놀아도 터치 안한다.,중간 관리자한테 밉보이면 바로 팽당함. 시말서 쓰게 하거나 망신줘서 나가게 함.,자기 마음대로 갑질하는 중간 관리자들 교체하지 않으면 영원히 발전이 없을것입니다.,이 기업을 추천하지 않습니다.,이 기업을 추천하지 않습니다.,20,20,40,20,60
콘센트릭스서비스코리아,IT/웹/통신,서비스/고객지원,현직원,서울,2023. 07,나름 노력하는 기업. 사원들의 만족에 힘쓰고 있다는게 보임.,"가장 큰 복지로 재택근무, 사무실도 깔끔하고 카페테리아도 넓은 편. 지하1층에 지하철통로가 있어 출퇴근도 편함. 분기별로 노사협의를 하여 소통도 잘된다고 볼 수 있다. 인센티브 있고 먹을거 잘 주고 각종 굿즈도 잘 주고, 에이전트 기준 실 업무시간은 7시간 반(점심시간, 쉬는시간 제외). 요새 교육이나 동호회 등 각종 복지가 늘어나고 있음에 만족",근속연수가 쌓이면 그만큼 월급이 늘었으면 좋겠는데 월급은 그대로인것 같은 느낌. 오래 다녀야할 메리트가 안보임. 당일연차나 반차는 못쓴다고 보면 됨..,지금도 꽤나 잘하고 있는 것으로 보인다. 월급이나 인센티브를 많이 올려주면 좋겠다,이 기업은 1년 후      비슷할 것이다.,이 기업을 추천 합니다!,60,60,100,80,60
콘센트릭스서비스코리아,IT/웹/통신,서비스/고객지원,전직원,서울,2023. 07,"상담을 배울 수  있는곳
그러나  비인간적인 휴식시간과 업무환경","한달간 교육시켜줌
동기들과 친해지고 협동심도 길러줌
좋은사람이  많음","생각보다 힘들고 쉬질 못함
급여가 작다. 흡연자는 엘리베이터 타고 나갔다오고  화장실  하루2번가면  쉬는시간 끝남","복지 좀
급여 좀
같이 잘먹고 잘살기를",이 기업을 추천하지 않습니다.,이 기업을 추천하지 않습니다.,60,40,40,60,60
콘센트릭스서비스코리아,IT/웹/통신,서비스/고객지원,전직원,서울,2023. 07,고객과 팀바팀 / 프로젝트 단위로 업무를 하는데 기존 일반적인 구성의 회사에서 이직하신다면 다소 생소하고 소속감 결여는 될수는 있으나 나름 롱런 가능,연차 휴가를 자유롭게 쓰며 프로젝트따라/ 고객에 따라 어려울수도 있고 편할수도 있다,소속감이 적을수 있고 인수인계나 선임이 없을 수 있어 처음엔 힘들수 있다,탐 매니지먼트에서는 팀 소속감이나 관심이 필요합니다너무 물가에 내놓은 오리알같이 자꾸 인원이 빠집니다,이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천 합니다!,60,60,80,60,60
콘센트릭스서비스코리아,IT/웹/통신,인사/총무,전직원,서울,2023. 06,초기 혼란기를 지나 슬슬 자리를 잡아가는중,지원업무라면 생각보다 자유롭게 일할 수 있으며 능력과 의지만 있다면 원하는 대로 커리어패스를 쌓을 기회가 많다. 초반에는 막무가내로 굴러갔으나 이제는 회사로서 모습을 갖춰가는중. 근무자입장에선 사실상 망할 일이 없는 돈많은 스타트업,"사용 프로그램을 정확하게 이해하고 사용하는 사람이 거의 없으며 가이드 또한 없음. R&R, 업무가이드 등 정해진 것보다 정해지지 않은 것이 더 많으며 몇몇 장기 근무자,능력자에게 의지해 실무를 진행하며 이들이 퇴사하면 실무에 큰 차질이 생김. 그래서 어느 방면에 능력을 보이면 해당 업무를 전부 몰아줌. 업무는 주로 이사진이 디렉팅을 하나 능력없이 직함만 달고 있는 이사가 몇명 있음. 특히 CRM업계에서 유명한 어떤 이사때문에 퇴사자도 빈번히 발생","의미없이 줄줄 새는 비용이 많아 그것만 잘 관리해도 몇배는 더 성장할텐데 관리가 안됨
몸집부터 불리는 것도 좋지만 내실도 다져야 하지 않을까",이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천 합니다!,100,60,100,60,40
